# Program:featureCounts v2.0.6; Command:"featureCounts" "-p" "-O" "-s" "1" "-t" "CDS" "--ignoreDup" "-T" "1" "-G" "../data/reference/YB886.fa" "-a" "../results/bacillus_annotation/YB886.gff" "-g" "ID" "-o" "../results/featureCounts/tmp_counts.txt" "T0" "T10" 
Geneid	Chr	Start	End	Strand	Length	T0	T10
IABCJNHA_01283	manual_scaffold_1	1291736	1292677	-	942	88	80
IABCJNHA_01284	manual_scaffold_1	1292811	1293068	+	258	22	12
IABCJNHA_01285	manual_scaffold_1	1293075	1293608	+	534	77	56
IABCJNHA_01286	manual_scaffold_1	1293682	1295394	+	1713	166	272
IABCJNHA_01287	manual_scaffold_1	1295415	1297772	+	2358	540	744
IABCJNHA_01288	manual_scaffold_1	1297787	1298191	+	405	139	123
IABCJNHA_01289	manual_scaffold_1	1298380	1300062	+	1683	388	104
IABCJNHA_01290	manual_scaffold_1	1300167	1300751	+	585	279	51
IABCJNHA_01291	manual_scaffold_1	1300766	1301542	+	777	144	33
IABCJNHA_01292	manual_scaffold_1	1301557	1302330	+	774	294	81
IABCJNHA_01293	manual_scaffold_1	1302366	1303343	+	978	223	65
IABCJNHA_01294	manual_scaffold_1	1303318	1303479	-	162	0	0
IABCJNHA_01295	manual_scaffold_1	1303560	1305047	+	1488	19	2
IABCJNHA_01296	manual_scaffold_1	1305370	1305684	+	315	494	328
IABCJNHA_01297	manual_scaffold_1	1305820	1307592	+	1773	98	59
IABCJNHA_01298	manual_scaffold_1	1307962	1309188	+	1227	55	10
IABCJNHA_01299	manual_scaffold_1	1309232	1309678	-	447	110	58
IABCJNHA_01300	manual_scaffold_1	1309971	1310579	+	609	958	162
IABCJNHA_01301	manual_scaffold_1	1310613	1312373	+	1761	4301	1133
IABCJNHA_01302	manual_scaffold_1	1312376	1313137	+	762	1767	435
IABCJNHA_01303	manual_scaffold_1	1313198	1313641	+	444	68	72
IABCJNHA_01304	manual_scaffold_1	1313757	1313981	+	225	82	64
IABCJNHA_01305	manual_scaffold_1	1314225	1314665	+	441	125	60
IABCJNHA_01306	manual_scaffold_1	1314676	1315491	+	816	226	151
IABCJNHA_01307	manual_scaffold_1	1315606	1316706	+	1101	8	12
IABCJNHA_01308	manual_scaffold_1	1316817	1317554	+	738	212	275
IABCJNHA_01309	manual_scaffold_1	1317576	1318163	+	588	243	346
IABCJNHA_01310	manual_scaffold_1	1318179	1318688	+	510	191	270
IABCJNHA_01312	manual_scaffold_1	1318956	1319777	-	822	2	2
IABCJNHA_01313	manual_scaffold_1	1319961	1320416	-	456	4	2
IABCJNHA_01314	manual_scaffold_1	1320585	1320920	-	336	2	0
IABCJNHA_01315	manual_scaffold_1	1321736	1323460	+	1725	181	33
IABCJNHA_01316	manual_scaffold_1	1323457	1323975	+	519	42	16
IABCJNHA_01317	manual_scaffold_1	1323999	1325027	+	1029	89	91
IABCJNHA_01318	manual_scaffold_1	1325014	1326570	+	1557	76	88
IABCJNHA_01319	manual_scaffold_1	1326591	1327688	+	1098	22	27
IABCJNHA_01320	manual_scaffold_1	1327738	1329156	+	1419	81	84
IABCJNHA_01321	manual_scaffold_1	1329169	1329768	+	600	20	17
IABCJNHA_01322	manual_scaffold_1	1329887	1330891	+	1005	130	62
IABCJNHA_01323	manual_scaffold_1	1331119	1332393	+	1275	5409	6958
IABCJNHA_01324	manual_scaffold_1	1332665	1333927	+	1263	2957	2479
IABCJNHA_01325	manual_scaffold_1	1334079	1335737	+	1659	8	9
IABCJNHA_01326	manual_scaffold_1	1335918	1338242	+	2325	784	255
IABCJNHA_01327	manual_scaffold_1	1338239	1338826	+	588	329	121
IABCJNHA_01328	manual_scaffold_1	1338848	1339345	-	498	2	2
IABCJNHA_01329	manual_scaffold_1	1339575	1340942	+	1368	712	177
IABCJNHA_01330	manual_scaffold_1	1340950	1341780	+	831	267	80
IABCJNHA_01331	manual_scaffold_1	1341813	1342757	+	945	356	153
IABCJNHA_01332	manual_scaffold_1	1342747	1343535	+	789	276	141
IABCJNHA_01333	manual_scaffold_1	1343532	1344506	+	975	511	315
IABCJNHA_01334	manual_scaffold_1	1344536	1345828	+	1293	745	453
IABCJNHA_01335	manual_scaffold_1	1345959	1347686	+	1728	9	34
IABCJNHA_01336	manual_scaffold_1	1347710	1348744	+	1035	4	13
IABCJNHA_01337	manual_scaffold_1	1348763	1348954	-	192	0	1
IABCJNHA_01338	manual_scaffold_1	1349402	1352044	+	2643	900	168
IABCJNHA_01339	manual_scaffold_1	1352104	1353396	+	1293	257	71
IABCJNHA_01340	manual_scaffold_1	1353746	1354282	+	537	2	1
IABCJNHA_01341	manual_scaffold_1	1354416	1355414	+	999	4	17
IABCJNHA_01342	manual_scaffold_1	1355567	1356136	+	570	298	206
IABCJNHA_01343	manual_scaffold_1	1356173	1356868	+	696	230	154
IABCJNHA_01344	manual_scaffold_1	1356960	1357973	+	1014	983	599
IABCJNHA_01345	manual_scaffold_1	1358004	1358876	+	873	878	522
IABCJNHA_01346	manual_scaffold_1	1358873	1359391	+	519	194	94
IABCJNHA_01347	manual_scaffold_1	1359444	1360124	+	681	813	398
IABCJNHA_01348	manual_scaffold_1	1360126	1360932	+	807	754	373
IABCJNHA_01349	manual_scaffold_1	1361082	1361876	+	795	3	43
IABCJNHA_01350	manual_scaffold_1	1361869	1362735	+	867	8	32
IABCJNHA_01351	manual_scaffold_1	1362882	1363190	+	309	3427	1800
IABCJNHA_01352	manual_scaffold_1	1363193	1363531	+	339	3828	1718
IABCJNHA_01353	manual_scaffold_1	1363544	1363828	+	285	4413	2473
IABCJNHA_01354	manual_scaffold_1	1364149	1364727	+	579	120	417
IABCJNHA_01355	manual_scaffold_1	1364761	1366047	+	1287	327	1184
IABCJNHA_01356	manual_scaffold_1	1366108	1366551	+	444	77	270
IABCJNHA_01357	manual_scaffold_1	1366544	1367425	+	882	68	253
IABCJNHA_01358	manual_scaffold_1	1367450	1367992	-	543	110	68
IABCJNHA_01359	manual_scaffold_1	1367952	1369139	-	1188	36	28
IABCJNHA_01360	manual_scaffold_1	1369242	1370837	+	1596	0	26
IABCJNHA_01361	manual_scaffold_1	1370791	1371660	+	870	2	4
IABCJNHA_01362	manual_scaffold_1	1371647	1372753	+	1107	4	11
IABCJNHA_01363	manual_scaffold_1	1372870	1374033	+	1164	4	26
IABCJNHA_01364	manual_scaffold_1	1374181	1374777	+	597	8	2
IABCJNHA_01365	manual_scaffold_1	1374880	1375602	+	723	10	25
IABCJNHA_01366	manual_scaffold_1	1375643	1377097	-	1455	10	4
IABCJNHA_01367	manual_scaffold_1	1377408	1377698	-	291	6	2
IABCJNHA_01368	manual_scaffold_1	1377783	1377905	+	123	0	0
IABCJNHA_01369	manual_scaffold_1	1377951	1378598	-	648	58	20
IABCJNHA_01370	manual_scaffold_1	1378836	1379861	+	1026	492	69
IABCJNHA_01371	manual_scaffold_1	1379932	1381239	+	1308	155	21
IABCJNHA_01372	manual_scaffold_1	1381287	1381799	+	513	29	2
IABCJNHA_01373	manual_scaffold_1	1381938	1382543	+	606	81	36
IABCJNHA_01374	manual_scaffold_1	1382554	1383558	+	1005	268	153
IABCJNHA_01375	manual_scaffold_1	1383551	1383751	+	201	22	20
IABCJNHA_01376	manual_scaffold_1	1383781	1384809	+	1029	298	219
IABCJNHA_01377	manual_scaffold_1	1384836	1385981	+	1146	376	253
IABCJNHA_01378	manual_scaffold_1	1386015	1386284	+	270	781	609
IABCJNHA_01379	manual_scaffold_1	1386341	1386793	-	453	0	0
IABCJNHA_01380	manual_scaffold_1	1386928	1387584	+	657	2	0
IABCJNHA_01381	manual_scaffold_1	1387588	1389144	-	1557	2	0
IABCJNHA_01382	manual_scaffold_1	1389260	1389556	+	297	231	124
IABCJNHA_01383	manual_scaffold_1	1389595	1391808	+	2214	1804	701
IABCJNHA_01384	manual_scaffold_1	1391966	1392463	+	498	127	144
IABCJNHA_01385	manual_scaffold_1	1392539	1392862	+	324	66	51
IABCJNHA_01386	manual_scaffold_1	1392929	1395289	+	2361	557	642
IABCJNHA_01387	manual_scaffold_1	1395295	1395807	+	513	180	160
IABCJNHA_01388	manual_scaffold_1	1395975	1398179	+	2205	922	697
IABCJNHA_01389	manual_scaffold_1	1398233	1398631	+	399	95	50
IABCJNHA_01390	manual_scaffold_1	1398658	1400214	-	1557	600	128
IABCJNHA_01391	manual_scaffold_1	1400347	1400517	+	171	1	1
IABCJNHA_01392	manual_scaffold_1	1400899	1402173	+	1275	455	124
IABCJNHA_01393	manual_scaffold_1	1402187	1403965	+	1779	1217	321
IABCJNHA_01394	manual_scaffold_1	1404301	1405065	+	765	214	255
IABCJNHA_01395	manual_scaffold_1	1405107	1406372	-	1266	78	34
IABCJNHA_01396	manual_scaffold_1	1406572	1406991	+	420	162	228
IABCJNHA_01397	manual_scaffold_1	1407010	1408149	+	1140	355	526
IABCJNHA_01398	manual_scaffold_1	1408180	1409295	+	1116	892	1062
IABCJNHA_01399	manual_scaffold_1	1409351	1410001	+	651	54	233
IABCJNHA_01400	manual_scaffold_1	1410026	1412422	+	2397	461	1507
IABCJNHA_01401	manual_scaffold_1	1412540	1413004	+	465	7	43
IABCJNHA_01402	manual_scaffold_1	1413016	1413207	+	192	7	33
IABCJNHA_01403	manual_scaffold_1	1413229	1413360	+	132	1	8
IABCJNHA_01404	manual_scaffold_1	1413395	1414051	-	657	0	0
IABCJNHA_01405	manual_scaffold_1	1414068	1414718	-	651	0	0
IABCJNHA_01406	manual_scaffold_1	1414779	1415600	-	822	0	0
IABCJNHA_01407	manual_scaffold_1	1415622	1416350	-	729	0	0
IABCJNHA_01408	manual_scaffold_1	1416506	1417567	+	1062	0	0
IABCJNHA_01409	manual_scaffold_1	1417898	1420534	+	2637	1058	345
IABCJNHA_01410	manual_scaffold_1	1420619	1420885	+	267	189	57
IABCJNHA_01411	manual_scaffold_1	1420893	1421309	+	417	435	217
IABCJNHA_01412	manual_scaffold_1	1421327	1421608	+	282	797	353
IABCJNHA_01413	manual_scaffold_1	1421739	1422821	+	1083	172	52
IABCJNHA_01414	manual_scaffold_1	1422973	1423626	+	654	55	62
IABCJNHA_01415	manual_scaffold_1	1423632	1424561	+	930	222	184
IABCJNHA_01416	manual_scaffold_1	1424580	1425848	+	1269	428	258
IABCJNHA_01417	manual_scaffold_1	1425855	1426490	+	636	170	101
IABCJNHA_01418	manual_scaffold_1	1426741	1427214	+	474	1251	714
IABCJNHA_01419	manual_scaffold_1	1427268	1429022	+	1755	35	39
IABCJNHA_01420	manual_scaffold_1	1429087	1429788	+	702	180	89
IABCJNHA_01421	manual_scaffold_1	1429825	1430028	-	204	8	6
IABCJNHA_01422	manual_scaffold_1	1430221	1430862	+	642	160	132
IABCJNHA_01423	manual_scaffold_1	1430883	1431578	+	696	393	260
IABCJNHA_01424	manual_scaffold_1	1431643	1432566	+	924	35	31
IABCJNHA_01425	manual_scaffold_1	1432568	1433707	+	1140	38	12
IABCJNHA_01426	manual_scaffold_1	1433790	1434020	+	231	27	7
IABCJNHA_01427	manual_scaffold_1	1434056	1434538	-	483	43	51
IABCJNHA_01428	manual_scaffold_1	1434557	1437505	-	2949	110	168
IABCJNHA_01429	manual_scaffold_1	1437815	1438183	+	369	23	12
IABCJNHA_01430	manual_scaffold_1	1438446	1439246	+	801	10	6
IABCJNHA_01431	manual_scaffold_1	1439372	1439488	+	117	13	9
IABCJNHA_01432	manual_scaffold_1	1439636	1439785	+	150	15	14
IABCJNHA_01433	manual_scaffold_1	1440289	1440831	+	543	10	16
IABCJNHA_01434	manual_scaffold_1	1441054	1441638	+	585	25	14
IABCJNHA_01435	manual_scaffold_1	1441654	1444818	+	3165	201	185
IABCJNHA_01436	manual_scaffold_1	1445062	1445352	-	291	4	6
IABCJNHA_01437	manual_scaffold_1	1445486	1447390	-	1905	32	17
IABCJNHA_01438	manual_scaffold_1	1447501	1448358	-	858	4	9
IABCJNHA_01439	manual_scaffold_1	1448358	1448858	-	501	6	2
IABCJNHA_01440	manual_scaffold_1	1449054	1449881	-	828	52	14
IABCJNHA_01441	manual_scaffold_1	1450034	1450666	+	633	110	28
IABCJNHA_01442	manual_scaffold_1	1450762	1452150	-	1389	16	2
IABCJNHA_01443	manual_scaffold_1	1452867	1455683	+	2817	17	23
IABCJNHA_01444	manual_scaffold_1	1455873	1456313	+	441	21	23
IABCJNHA_01445	manual_scaffold_1	1456313	1456801	+	489	22	11
IABCJNHA_01446	manual_scaffold_1	1456818	1457627	+	810	27	6
IABCJNHA_01447	manual_scaffold_1	1457648	1458475	+	828	34	19
IABCJNHA_01448	manual_scaffold_1	1458632	1460665	+	2034	65	28
IABCJNHA_01449	manual_scaffold_1	1460707	1461216	-	510	305	192
IABCJNHA_01450	manual_scaffold_1	1461347	1462396	-	1050	12	14
IABCJNHA_01451	manual_scaffold_1	1462527	1462721	-	195	0	0
IABCJNHA_01452	manual_scaffold_1	1462904	1463326	+	423	4	17
IABCJNHA_01453	manual_scaffold_1	1463589	1463888	-	300	0	0
IABCJNHA_01454	manual_scaffold_1	1463904	1464101	-	198	0	0
IABCJNHA_01455	manual_scaffold_1	1464120	1465256	-	1137	0	0
IABCJNHA_01456	manual_scaffold_1	1465275	1465643	-	369	0	0
IABCJNHA_01457	manual_scaffold_1	1465661	1465906	-	246	0	0
IABCJNHA_01458	manual_scaffold_1	1466155	1466541	+	387	19	9
IABCJNHA_01459	manual_scaffold_1	1466982	1467416	+	435	26	11
IABCJNHA_01460	manual_scaffold_1	1467469	1467825	+	357	13	8
IABCJNHA_01461	manual_scaffold_1	1468233	1469048	-	816	7	17
IABCJNHA_01462	manual_scaffold_1	1469185	1469448	-	264	82	66
IABCJNHA_01463	manual_scaffold_1	1469891	1470724	+	834	146	118
IABCJNHA_01464	manual_scaffold_1	1470855	1471043	+	189	0	0
IABCJNHA_01465	manual_scaffold_1	1470997	1472100	-	1104	0	0
IABCJNHA_01466	manual_scaffold_1	1472245	1473114	+	870	88	16
IABCJNHA_01467	manual_scaffold_1	1473229	1474545	+	1317	103	7
IABCJNHA_01468	manual_scaffold_1	1474819	1475799	-	981	13	13
IABCJNHA_01469	manual_scaffold_1	1475934	1476464	+	531	10	4
IABCJNHA_01470	manual_scaffold_1	1476596	1477351	+	756	7	5
IABCJNHA_01471	manual_scaffold_1	1477414	1477575	+	162	0	6
IABCJNHA_01472	manual_scaffold_1	1478515	1479225	-	711	877	612
IABCJNHA_01473	manual_scaffold_1	1479603	1480400	-	798	24	8
IABCJNHA_01474	manual_scaffold_1	1480750	1481793	-	1044	156	63
IABCJNHA_01475	manual_scaffold_1	1482172	1483026	+	855	60	28
IABCJNHA_01476	manual_scaffold_1	1483252	1483755	+	504	37	18
IABCJNHA_01477	manual_scaffold_1	1484547	1484936	+	390	23	0
IABCJNHA_01478	manual_scaffold_1	1485165	1485728	+	564	45	21
IABCJNHA_01479	manual_scaffold_1	1485827	1485976	+	150	1	3
IABCJNHA_01480	manual_scaffold_1	1486369	1487601	+	1233	16	21
IABCJNHA_01481	manual_scaffold_1	1487873	1488148	+	276	6	7
IABCJNHA_01482	manual_scaffold_1	1488482	1488955	+	474	19	18
IABCJNHA_01483	manual_scaffold_1	1488968	1489732	+	765	21	19
IABCJNHA_01484	manual_scaffold_1	1489729	1490061	+	333	16	11
IABCJNHA_01485	manual_scaffold_1	1490226	1491548	+	1323	35	44
IABCJNHA_01486	manual_scaffold_1	1491506	1491823	+	318	7	17
IABCJNHA_01487	manual_scaffold_1	1491981	1492871	-	891	13	22
IABCJNHA_01488	manual_scaffold_1	1493205	1493594	+	390	2	25
IABCJNHA_01489	manual_scaffold_1	1493881	1494816	+	936	107	4
IABCJNHA_01490	manual_scaffold_1	1494904	1495941	+	1038	361	6
IABCJNHA_01491	manual_scaffold_1	1496064	1496930	-	867	23	2
IABCJNHA_01492	manual_scaffold_1	1497056	1498021	+	966	4	0
IABCJNHA_01493	manual_scaffold_1	1498039	1498182	+	144	4	0
IABCJNHA_01494	manual_scaffold_1	1498445	1499749	+	1305	214	141
IABCJNHA_01495	manual_scaffold_1	1499906	1500364	-	459	3	2
IABCJNHA_01496	manual_scaffold_1	1500533	1501735	-	1203	2	6
IABCJNHA_01497	manual_scaffold_1	1501852	1502673	+	822	6	4
IABCJNHA_01498	manual_scaffold_1	1503215	1503775	+	561	16	16
IABCJNHA_01499	manual_scaffold_1	1504499	1504759	+	261	33	15
IABCJNHA_01500	manual_scaffold_1	1504906	1505388	+	483	5	1
IABCJNHA_01501	manual_scaffold_1	1505574	1506131	+	558	2	2
IABCJNHA_01502	manual_scaffold_1	1506466	1507599	+	1134	4	5
IABCJNHA_01503	manual_scaffold_1	1507633	1507860	+	228	2	2
IABCJNHA_01504	manual_scaffold_1	1507921	1508706	+	786	0	0
IABCJNHA_01505	manual_scaffold_1	1509289	1509765	+	477	34	4
IABCJNHA_01506	manual_scaffold_1	1510009	1510533	+	525	36	24
IABCJNHA_01507	manual_scaffold_1	1511024	1511581	-	558	23	20
IABCJNHA_01508	manual_scaffold_1	1512093	1513310	-	1218	29	24
IABCJNHA_01509	manual_scaffold_1	1513578	1514273	+	696	9	9
IABCJNHA_01510	manual_scaffold_1	1514260	1515558	+	1299	32	10
IABCJNHA_01511	manual_scaffold_1	1515604	1516020	+	417	9	2
IABCJNHA_01512	manual_scaffold_1	1516954	1517352	-	399	0	2
IABCJNHA_01513	manual_scaffold_1	1517352	1517870	-	519	0	0
IABCJNHA_01514	manual_scaffold_1	1518139	1518675	+	537	4	2
IABCJNHA_01515	manual_scaffold_1	1519031	1519198	+	168	5	0
IABCJNHA_01516	manual_scaffold_1	1519465	1519815	-	351	14	3
IABCJNHA_01517	manual_scaffold_1	1519992	1520222	+	231	0	0
IABCJNHA_01518	manual_scaffold_1	1520219	1520392	+	174	0	0
IABCJNHA_01519	manual_scaffold_1	1520466	1521035	+	570	0	0
IABCJNHA_01520	manual_scaffold_1	1521032	1521289	+	258	0	0
IABCJNHA_01521	manual_scaffold_1	1521286	1521459	+	174	0	0
IABCJNHA_01522	manual_scaffold_1	1521419	1521613	+	195	0	0
IABCJNHA_01523	manual_scaffold_1	1521719	1522678	+	960	0	2
IABCJNHA_01524	manual_scaffold_1	1522681	1523535	+	855	0	0
IABCJNHA_01525	manual_scaffold_1	1523587	1524288	+	702	0	0
IABCJNHA_01526	manual_scaffold_1	1524251	1525111	+	861	0	2
IABCJNHA_01527	manual_scaffold_1	1525108	1525251	+	144	0	0
IABCJNHA_01528	manual_scaffold_1	1525347	1525775	+	429	2	0
IABCJNHA_01529	manual_scaffold_1	1525857	1526063	+	207	0	2
IABCJNHA_01530	manual_scaffold_1	1526137	1527066	-	930	674	461
IABCJNHA_01531	manual_scaffold_1	1527264	1527719	+	456	0	0
IABCJNHA_01532	manual_scaffold_1	1527863	1528327	+	465	33	25
IABCJNHA_01533	manual_scaffold_1	1528395	1529114	+	720	12	14
IABCJNHA_01534	manual_scaffold_1	1529107	1530402	+	1296	2	13
IABCJNHA_01535	manual_scaffold_1	1530406	1531938	+	1533	6	24
IABCJNHA_01536	manual_scaffold_1	1531935	1532852	+	918	2	18
IABCJNHA_01537	manual_scaffold_1	1532893	1533546	+	654	41	25
IABCJNHA_01538	manual_scaffold_1	1533579	1534547	+	969	1	24
IABCJNHA_01539	manual_scaffold_1	1534566	1535501	+	936	0	10
IABCJNHA_01540	manual_scaffold_1	1535512	1535823	+	312	2	1
IABCJNHA_01541	manual_scaffold_1	1535827	1536222	+	396	11	7
IABCJNHA_01542	manual_scaffold_1	1536219	1536581	+	363	5	2
IABCJNHA_01543	manual_scaffold_1	1536578	1537081	+	504	0	2
IABCJNHA_01544	manual_scaffold_1	1537094	1537531	+	438	0	0
IABCJNHA_01545	manual_scaffold_1	1537531	1537719	+	189	0	0
IABCJNHA_01546	manual_scaffold_1	1537720	1539120	+	1401	0	0
IABCJNHA_01547	manual_scaffold_1	1539123	1539566	+	444	0	0
IABCJNHA_01548	manual_scaffold_1	1540289	1540468	-	180	16	18
IABCJNHA_01549	manual_scaffold_1	1540614	1541063	+	450	1	0
IABCJNHA_01550	manual_scaffold_1	1541245	1546002	+	4758	12	6
IABCJNHA_01551	manual_scaffold_1	1545947	1546654	+	708	3	1
IABCJNHA_01552	manual_scaffold_1	1546667	1547647	+	981	0	2
IABCJNHA_01553	manual_scaffold_1	1547644	1547907	+	264	0	0
IABCJNHA_01554	manual_scaffold_1	1547920	1548345	+	426	0	0
IABCJNHA_01555	manual_scaffold_1	1548338	1549384	+	1047	2	2
IABCJNHA_01556	manual_scaffold_1	1549368	1549946	+	579	0	0
IABCJNHA_01557	manual_scaffold_1	1549943	1550215	+	273	0	0
IABCJNHA_01558	manual_scaffold_1	1550218	1551318	+	1101	0	2
IABCJNHA_01559	manual_scaffold_1	1551328	1551663	+	336	0	0
IABCJNHA_01560	manual_scaffold_1	1551660	1551824	+	165	0	0
IABCJNHA_01561	manual_scaffold_1	1551912	1552805	+	894	4	2
IABCJNHA_01562	manual_scaffold_1	1552850	1553272	+	423	0	0
IABCJNHA_01563	manual_scaffold_1	1553317	1554135	+	819	0	2
IABCJNHA_01564	manual_scaffold_1	1554300	1554779	+	480	17	36
IABCJNHA_01565	manual_scaffold_1	1554795	1555157	+	363	12	17
IABCJNHA_01566	manual_scaffold_1	1555154	1555300	-	147	0	0
IABCJNHA_01567	manual_scaffold_1	1555418	1555996	-	579	58	50
IABCJNHA_01568	manual_scaffold_1	1556011	1557606	-	1596	110	114
IABCJNHA_01569	manual_scaffold_1	1557976	1558134	-	159	14	8
IABCJNHA_01570	manual_scaffold_1	1558244	1558378	-	135	41	42
IABCJNHA_01571	manual_scaffold_1	1558368	1559504	-	1137	27	26
IABCJNHA_01572	manual_scaffold_1	1559938	1560702	+	765	4	2
IABCJNHA_01573	manual_scaffold_1	1561074	1561391	+	318	8	10
IABCJNHA_01574	manual_scaffold_1	1561452	1561892	+	441	11	5
IABCJNHA_01575	manual_scaffold_1	1561915	1562955	+	1041	28	35
IABCJNHA_01576	manual_scaffold_1	1562967	1563386	+	420	8	25
IABCJNHA_01577	manual_scaffold_1	1563835	1565337	+	1503	14	12
IABCJNHA_01578	manual_scaffold_1	1565245	1565715	-	471	0	8
IABCJNHA_01579	manual_scaffold_1	1565911	1566321	+	411	2	0
IABCJNHA_01580	manual_scaffold_1	1566354	1567073	-	720	82	94
IABCJNHA_01581	manual_scaffold_1	1567328	1568221	+	894	0	4
IABCJNHA_01582	manual_scaffold_1	1568240	1568866	-	627	4	0
IABCJNHA_01583	manual_scaffold_1	1569053	1569805	+	753	2	0
IABCJNHA_01584	manual_scaffold_1	1570057	1570788	+	732	10	7
IABCJNHA_01585	manual_scaffold_1	1570863	1570955	+	93	4	3
IABCJNHA_01586	manual_scaffold_1	1571587	1572114	+	528	149	159
IABCJNHA_01587	manual_scaffold_1	1572118	1573218	+	1101	419	567
IABCJNHA_01588	manual_scaffold_1	1573236	1574078	+	843	411	584
IABCJNHA_01589	manual_scaffold_1	1574072	1574362	+	291	279	311
IABCJNHA_01590	manual_scaffold_1	1574374	1574943	+	570	245	299
IABCJNHA_01591	manual_scaffold_1	1574933	1575493	+	561	261	262
IABCJNHA_01592	manual_scaffold_1	1575511	1575867	+	357	635	711
IABCJNHA_01593	manual_scaffold_1	1575864	1576607	+	744	719	708
IABCJNHA_01594	manual_scaffold_1	1576673	1577494	-	822	0	0
IABCJNHA_01595	manual_scaffold_1	1577578	1578195	+	618	2	2
IABCJNHA_01596	manual_scaffold_1	1578262	1578831	+	570	28	13
IABCJNHA_01597	manual_scaffold_1	1578835	1581165	+	2331	22	35
IABCJNHA_01598	manual_scaffold_1	1581205	1581339	-	135	2	12
IABCJNHA_01599	manual_scaffold_1	1581569	1582612	+	1044	70	209
IABCJNHA_01600	manual_scaffold_1	1582627	1582893	-	267	1417	1093
IABCJNHA_01601	manual_scaffold_1	1583097	1584203	+	1107	0	23
IABCJNHA_01602	manual_scaffold_1	1584266	1585471	+	1206	0	66
IABCJNHA_01603	manual_scaffold_1	1585488	1585826	+	339	0	29
IABCJNHA_01604	manual_scaffold_1	1585960	1587798	+	1839	558	409
IABCJNHA_01605	manual_scaffold_1	1587851	1588990	+	1140	133	284
IABCJNHA_01606	manual_scaffold_1	1589071	1590102	+	1032	242	431
IABCJNHA_01607	manual_scaffold_1	1590174	1590737	+	564	723	513
IABCJNHA_01608	manual_scaffold_1	1590761	1592596	+	1836	3582	1948
IABCJNHA_01609	manual_scaffold_1	1592796	1593923	+	1128	278	130
IABCJNHA_01610	manual_scaffold_1	1593948	1594883	+	936	275	110
IABCJNHA_01611	manual_scaffold_1	1594906	1595676	+	771	261	114
IABCJNHA_01612	manual_scaffold_1	1595676	1597031	+	1356	947	500
IABCJNHA_01613	manual_scaffold_1	1597068	1598042	-	975	0	2
IABCJNHA_01614	manual_scaffold_1	1598164	1598337	+	174	3113	2508
IABCJNHA_01615	manual_scaffold_1	1598352	1598798	+	447	5420	4551
IABCJNHA_01616	manual_scaffold_1	1598929	1600242	+	1314	1426	1556
IABCJNHA_01617	manual_scaffold_1	1600264	1601259	+	996	871	1463
IABCJNHA_01618	manual_scaffold_1	1601284	1601703	+	420	500	782
IABCJNHA_01619	manual_scaffold_1	1601760	1602041	+	282	1	46
IABCJNHA_01620	manual_scaffold_1	1602060	1603256	+	1197	39	320
IABCJNHA_01621	manual_scaffold_1	1603253	1604212	+	960	618	383
IABCJNHA_01622	manual_scaffold_1	1604212	1604310	+	99	8	17
IABCJNHA_01623	manual_scaffold_1	1604294	1606426	+	2133	495	670
IABCJNHA_01624	manual_scaffold_1	1606427	1606900	+	474	232	323
IABCJNHA_01625	manual_scaffold_1	1606881	1607252	+	372	65	103
IABCJNHA_01626	manual_scaffold_1	1607371	1607781	+	411	232	221
IABCJNHA_01627	manual_scaffold_1	1607762	1608667	+	906	740	724
IABCJNHA_01628	manual_scaffold_1	1608815	1608958	+	144	149	127
IABCJNHA_01629	manual_scaffold_1	1608995	1609762	+	768	527	389
IABCJNHA_01630	manual_scaffold_1	1610059	1610946	+	888	349	152
IABCJNHA_01631	manual_scaffold_1	1610939	1612978	+	2040	696	286
IABCJNHA_01632	manual_scaffold_1	1613108	1613749	+	642	207	207
IABCJNHA_01633	manual_scaffold_1	1613775	1614587	+	813	321	264
IABCJNHA_01634	manual_scaffold_1	1614841	1615335	+	495	445	607
IABCJNHA_01635	manual_scaffold_1	1615369	1617180	+	1812	1582	2244
IABCJNHA_01636	manual_scaffold_1	1617379	1618494	+	1116	2774	4153
IABCJNHA_01637	manual_scaffold_1	1618823	1619185	+	363	18	12
IABCJNHA_01638	manual_scaffold_1	1619442	1620092	+	651	116	39
IABCJNHA_01639	manual_scaffold_1	1620085	1621206	+	1122	184	79
IABCJNHA_01640	manual_scaffold_1	1621229	1622173	-	945	160	155
IABCJNHA_01641	manual_scaffold_1	1622296	1623039	-	744	3	0
IABCJNHA_01642	manual_scaffold_1	1623208	1624524	+	1317	454	531
IABCJNHA_01643	manual_scaffold_1	1624534	1625427	+	894	414	569
IABCJNHA_01644	manual_scaffold_1	1625454	1625708	-	255	0	2
IABCJNHA_01645	manual_scaffold_1	1625824	1626705	+	882	157	134
