,Geneid,Chr,Start,End,Strand,Length,MM227,MM228,MM229,MM230,MM231,MM232,MM233,MM234,MM235,MM236,MM237,MM238,pseudo_ref
1074,FGBKPADF_01082,manual_scaffold_1,1096536,1097318,-,783,14.88,17.85,7.83,17.67,16.70,21.97,10.79,32.80,9.66,11.02,17.41,15.36,15.33
1075,FGBKPADF_01083,manual_scaffold_1,1097331,1098359,-,1029,28.98,30.83,33.93,23.56,17.46,54.55,53.95,20.04,36.24,21.20,8.70,13.82,29.42
1076,FGBKPADF_01084,manual_scaffold_1,1098486,1099259,+,774,231.06,275.87,358.84,288.66,209.47,379.55,317.72,353.48,247.21,362.05,330.76,282.63,290.67
1077,FGBKPADF_01085,manual_scaffold_1,1099311,1099553,+,243,503.64,456.00,360.14,382.92,496.36,383.33,382.47,380.81,515.35,507.04,380.08,331.78,428.75
1078,FGBKPADF_01086,manual_scaffold_1,1099592,1101175,-,1584,58084.12,38360.03,25685.03,9832.10,57770.15,36734.91,22161.55,10154.30,53036.89,37395.76,22275.41,8233.06,35595.25
1079,FGBKPADF_01087,manual_scaffold_1,1101678,1102880,+,1203,9231.49,9893.26,8546.89,7865.97,9286.57,9321.23,6615.85,6457.36,9464.75,9561.76,7727.85,7294.55,8548.25
1080,FGBKPADF_01088,manual_scaffold_1,1103030,1104928,+,1899,15766.22,18710.63,19326.41,15366.70,14729.04,18225.03,18973.52,15208.68,14553.04,19003.12,19027.31,14856.37,16611.92
1081,FGBKPADF_01089,manual_scaffold_1,1105064,1106455,+,1392,6117.25,8003.54,9909.17,6147.27,6125.53,8976.53,9537.71,5879.77,5735.70,8640.10,10022.85,5901.38,7384.00
1082,FGBKPADF_01090,manual_scaffold_1,1106700,1107215,-,516,787.18,913.62,831.20,882.18,860.66,896.97,832.08,954.76,831.00,764.81,784.83,903.18,830.50
1083,FGBKPADF_01091,manual_scaffold_1,1107264,1108043,+,780,4390.17,4208.67,5075.94,4234.16,4984.06,4709.86,4641.17,4065.00,4896.64,4414.16,4772.78,4285.49,4484.17
1084,FGBKPADF_01092,manual_scaffold_1,1108061,1109167,+,1107,5062.20,4976.25,5468.70,4801.17,5248.93,4930.31,5600.33,5036.16,4870.07,4844.05,5389.33,4764.73,4957.00
1085,FGBKPADF_01093,manual_scaffold_1,1109157,1109741,-,585,1095.00,1398.02,1196.56,1063.33,1090.62,1147.73,1130.62,1118.74,1087.87,1333.75,1147.50,1132.05,1143.42
1086,FGBKPADF_01094,manual_scaffold_1,1109738,1110706,-,969,2149.26,2551.82,2129.55,2213.55,2297.36,2262.13,1981.88,1918.62,2137.90,2529.28,2120.92,2311.71,2195.67
1087,FGBKPADF_01095,manual_scaffold_1,1110868,1111140,+,273,133.94,176.88,198.34,237.11,134.34,166.67,223.01,153.05,150.58,167.88,229.21,242.69,172.50
1088,FGBKPADF_01096,manual_scaffold_1,1111295,1111432,+,138,132.37,100.61,84.82,86.89,125.23,73.48,83.93,81.99,150.58,88.18,84.14,62.98,98.67
1089,FGBKPADF_01097,manual_scaffold_1,1111466,1111858,+,393,370.48,266.14,210.08,188.51,519.88,314.39,157.06,122.08,440.46,362.05,245.17,202.75,305.25
1090,FGBKPADF_01098,manual_scaffold_1,1111851,1112729,+,879,1105.18,732.68,559.79,518.41,1015.48,679.55,549.12,513.82,963.87,696.97,593.33,436.23,731.83
1091,FGBKPADF_01099,manual_scaffold_1,1112723,1113709,+,987,1057.40,756.21,514.12,450.66,971.46,653.79,652.23,420.89,886.57,712.24,593.33,456.20,712.25
1092,FGBKPADF_01100,manual_scaffold_1,1113739,1114716,+,978,1427.10,1011.80,833.81,639.17,1402.55,1034.85,860.85,581.24,1416.41,1118.38,819.64,754.18,1043.92
1093,FGBKPADF_01101,manual_scaffold_1,1114731,1115426,+,696,1034.68,685.62,630.25,536.08,1130.08,838.64,591.09,512.00,1098.34,806.35,629.60,500.74,788.17
1094,FGBKPADF_01102,manual_scaffold_1,1115416,1116726,+,1311,4846.81,3445.97,2886.37,2005.89,4737.40,3590.16,2885.89,2277.57,4632.52,3472.15,2943.46,1943.06,3482.42
1095,FGBKPADF_01103,manual_scaffold_1,1116814,1117518,+,705,593.71,421.92,343.18,397.64,560.11,362.88,252.98,258.73,502.47,413.77,274.18,348.68,409.08
1096,FGBKPADF_01104,manual_scaffold_1,1117511,1118515,+,1005,1116.14,878.73,652.43,622.97,948.69,775.76,519.15,593.99,916.36,841.12,677.47,648.20,790.25
1097,FGBKPADF_01105,manual_scaffold_1,1118617,1119378,+,762,196.60,210.96,189.21,215.02,201.88,210.61,212.22,185.85,172.32,221.30,194.39,219.65,198.08
1098,FGBKPADF_01106,manual_scaffold_1,1119368,1121308,+,1941,478.57,649.11,625.03,637.70,533.55,648.49,582.69,521.11,492.80,613.03,657.16,615.94,570.25
1099,FGBKPADF_01107,manual_scaffold_1,1121345,1122091,-,747,2560.47,2032.53,2083.87,1592.05,2315.57,1750.00,1496.30,1295.48,2073.48,1809.42,1655.24,1460.75,1881.08
1100,FGBKPADF_01108,manual_scaffold_1,1122280,1123473,+,1194,356.38,396.77,309.25,278.35,384.03,354.55,280.56,324.33,380.88,381.55,250.97,245.76,334.33
1101,FGBKPADF_01109,manual_scaffold_1,1123710,1124495,-,786,1124.76,1073.47,889.92,989.69,1031.42,986.37,883.63,943.82,1187.72,1028.50,874.77,1081.36,1002.00
1102,FGBKPADF_01110,manual_scaffold_1,1124897,1125235,+,339,55.61,39.76,39.15,89.84,64.51,58.33,76.73,102.04,69.25,48.33,52.23,101.38,61.50
1103,FGBKPADF_01111,manual_scaffold_1,1125662,1128076,+,2415,19724.81,17601.46,17175.98,16820.31,19870.96,17479.57,15853.83,16659.04,20340.27,16896.94,16169.44,15636.66,17466.25
1104,FGBKPADF_01112,manual_scaffold_1,1128193,1128504,+,312,2078.77,2461.75,3268.70,3667.15,2082.57,2317.43,3087.32,3429.10,1930.96,2334.27,3098.68,3078.18,2519.50
1105,FGBKPADF_01113,manual_scaffold_1,1128526,1129824,-,1299,993.96,572.84,444.96,491.90,973.74,601.52,538.33,593.99,1165.98,538.42,425.05,589.83,688.50
1106,FGBKPADF_01114,manual_scaffold_1,1129844,1130674,-,831,180.15,65.72,30.01,63.33,236.79,81.06,51.56,74.70,220.63,52.57,50.77,50.69,107.00
1107,FGBKPADF_01115,manual_scaffold_1,1130671,1131582,-,912,319.57,113.59,76.99,86.89,428.81,135.61,65.94,92.92,372.02,76.31,66.73,118.27,182.58
1108,FGBKPADF_01116,manual_scaffold_1,1131575,1132855,-,1281,826.34,181.75,117.44,203.24,884.94,204.55,147.47,160.34,1050.03,133.12,120.41,178.18,401.17
1109,FGBKPADF_01117,manual_scaffold_1,1132889,1133923,-,1035,730.00,129.82,107.00,106.04,699.00,147.73,80.33,111.15,839.86,112.77,78.34,102.91,315.58
1110,FGBKPADF_01118,manual_scaffold_1,1134141,1135040,+,900,309.39,260.46,236.18,97.20,451.58,344.70,172.65,131.19,400.20,297.61,188.59,110.59,273.25
1111,FGBKPADF_01119,manual_scaffold_1,1135292,1136026,+,735,156.65,134.69,117.44,107.51,155.59,131.82,119.90,78.35,149.77,145.84,123.31,78.34,128.75
1112,FGBKPADF_01120,manual_scaffold_1,1136016,1137362,+,1347,259.26,225.57,217.91,139.91,266.39,229.55,246.99,134.83,268.95,229.78,207.45,110.59,218.75
1113,FGBKPADF_01121,manual_scaffold_1,1137352,1138521,+,1170,198.16,248.28,189.21,78.06,219.34,221.97,227.80,140.30,260.09,219.61,147.97,101.38,196.33
1114,FGBKPADF_01122,manual_scaffold_1,1138518,1139213,+,696,100.26,114.41,125.27,73.64,146.48,163.64,100.71,47.37,149.77,156.01,124.76,55.30,118.83
1115,FGBKPADF_01123,manual_scaffold_1,1139216,1140223,+,1008,126.89,124.14,143.54,69.22,191.26,194.70,159.46,87.46,173.13,200.95,158.13,78.34,147.83
1116,FGBKPADF_01124,manual_scaffold_1,1140292,1141479,+,1188,86.94,98.18,138.32,100.15,100.94,117.42,152.27,129.37,84.55,117.86,132.01,78.34,106.50
1117,FGBKPADF_01125,manual_scaffold_1,1141556,1142317,+,762,115.14,138.75,123.96,101.62,100.94,200.76,193.03,122.08,102.27,153.47,161.03,81.41,131.67
1118,FGBKPADF_01126,manual_scaffold_1,1142503,1143384,+,882,117.49,96.56,53.50,26.51,156.34,93.94,68.34,41.91,207.75,113.62,84.14,44.54,101.42
1119,FGBKPADF_01127,manual_scaffold_1,1143409,1144905,+,1497,1113.01,687.25,446.27,217.97,1183.21,762.88,571.90,273.31,1152.29,648.64,488.88,256.52,720.92
1120,FGBKPADF_01128,manual_scaffold_1,1144946,1147252,-,2307,810.67,385.41,334.05,306.33,739.22,378.03,220.61,225.93,626.47,337.46,261.12,288.77,441.58
1121,FGBKPADF_01129,manual_scaffold_1,1147480,1148445,+,966,25.85,39.76,2.61,13.25,25.80,27.27,15.59,9.11,33.01,20.35,14.51,10.75,21.92
1122,FGBKPADF_01130,manual_scaffold_1,1148453,1149574,+,1122,94.77,88.44,40.45,60.38,81.97,66.67,81.53,71.06,98.24,67.83,56.58,36.86,72.50
1123,FGBKPADF_01131,manual_scaffold_1,1149652,1150074,+,423,50.13,40.57,11.74,11.78,21.25,23.48,26.38,32.80,43.48,21.20,20.31,12.29,27.58
1124,FGBKPADF_01132,manual_scaffold_1,1150131,1151372,+,1242,195.03,216.64,191.82,135.49,226.93,206.82,217.01,105.68,260.90,192.47,178.44,156.67,195.17
1125,FGBKPADF_01133,manual_scaffold_1,1151394,1152062,+,669,183.28,185.00,174.85,122.24,198.09,163.64,141.48,131.19,200.50,171.28,133.46,138.24,164.92
1126,FGBKPADF_01134,manual_scaffold_1,1152130,1152312,+,183,119.84,107.10,126.57,103.09,121.43,104.55,99.51,78.35,112.73,111.07,95.75,72.19,105.00
1127,FGBKPADF_01135,manual_scaffold_1,1152349,1153887,-,1539,4925.91,4908.09,4504.41,4194.40,5046.29,4531.83,4306.66,3691.48,4805.65,4420.10,4217.17,4027.44,4466.42
1128,FGBKPADF_01136,manual_scaffold_1,1154076,1155293,-,1218,2860.46,2370.88,2029.07,2141.38,3033.54,2130.31,2056.21,2037.06,2850.54,2080.75,2030.97,1979.93,2325.67
1129,FGBKPADF_01137,manual_scaffold_1,1155609,1157174,+,1566,3991.49,5893.12,7007.14,7524.29,4212.20,5750.77,6245.37,6610.41,4069.66,5611.40,6692.05,7804.51,5515.17
1130,FGBKPADF_01138,manual_scaffold_1,1157243,1157962,+,720,1996.53,5250.50,8439.89,8452.13,1996.05,5318.19,7601.40,8425.18,1748.17,5240.02,7823.60,8105.57,5071.83
1131,FGBKPADF_01139,manual_scaffold_1,1158083,1158304,-,222,773.08,548.50,578.06,808.54,843.20,510.61,483.18,727.00,922.00,480.76,580.28,748.04,653.42
1132,FGBKPADF_01140,manual_scaffold_1,1158595,1159305,+,711,3294.39,4263.04,2617.57,2107.51,3360.65,4226.52,2481.84,1873.07,2927.03,3708.71,2422.66,2016.79,3082.83
1133,FGBKPADF_01141,manual_scaffold_1,1159302,1160459,+,1158,4441.08,5978.31,3284.35,2388.80,4559.80,5892.43,3435.02,2443.37,4094.63,5138.27,2936.21,2695.71,4174.42
1134,FGBKPADF_01142,manual_scaffold_1,1160499,1161797,-,1299,404.94,530.65,463.23,465.39,391.62,428.79,440.02,349.83,317.26,418.86,504.84,526.85,421.83
1135,FGBKPADF_01143,manual_scaffold_1,1161894,1163285,+,1392,5041.05,5280.52,5972.38,6441.82,5115.36,5868.95,5882.09,6666.89,5007.76,5481.67,5747.65,5979.72,5457.17
1136,FGBKPADF_01144,manual_scaffold_1,1163319,1164254,-,936,2377.19,2128.27,2310.92,2631.81,2477.23,2068.94,2020.24,2017.01,2482.54,2073.96,1965.69,2403.87,2204.33
1137,FGBKPADF_01145,manual_scaffold_1,1164403,1164954,+,552,1648.76,2221.58,2772.85,3026.51,1705.37,2384.09,2724.03,3177.66,1797.29,2139.25,2643.17,2770.98,2234.50
1138,FGBKPADF_01146,manual_scaffold_1,1164980,1165894,+,915,5442.08,5823.34,6081.99,6522.82,5551.76,5870.46,6105.10,6437.32,5287.99,5532.54,6104.52,5945.93,5672.92
1139,FGBKPADF_01147,manual_scaffold_1,1165943,1166872,+,930,4319.67,4682.53,4516.15,4817.37,4622.80,4650.01,4580.02,4369.28,4293.52,4500.65,4605.95,4773.94,4449.00
1140,FGBKPADF_01148,manual_scaffold_1,1166898,1169054,+,2157,4301.66,5138.53,4809.75,5312.22,4216.00,4858.34,5548.78,5883.41,3895.73,4882.21,4972.98,5323.84,4702.75
1141,FGBKPADF_01149,manual_scaffold_1,1169234,1170031,+,798,2628.62,2602.94,2875.93,3188.51,2818.76,2597.73,2758.80,2844.23,2848.93,2953.23,2969.57,3525.16,2775.08
1142,FGBKPADF_01150,manual_scaffold_1,1170032,1170310,-,279,11.75,11.36,13.05,8.84,0.00,15.15,8.39,20.04,13.69,20.35,20.31,21.50,12.67
1143,FGBKPADF_01151,manual_scaffold_1,1170517,1171158,+,642,2388.94,2966.44,3045.56,2701.03,2339.86,2842.43,2541.79,2355.92,2395.58,3255.93,2688.14,3090.47,2650.17
1144,FGBKPADF_01152,manual_scaffold_1,1171229,1172074,+,846,3675.83,3678.84,2484.47,3675.99,1948.24,2137.88,6354.48,7692.71,2428.59,2079.05,3786.31,3838.51,3259.58
1145,FGBKPADF_01153,manual_scaffold_1,1172156,1173856,+,1701,8347.19,9072.14,8464.68,10217.96,6624.92,7438.65,13999.04,14354.14,7586.13,6845.09,11092.01,10862.72,8798.08
1146,FGBKPADF_01154,manual_scaffold_1,1173909,1174226,-,318,1724.74,1994.39,2942.48,3807.07,1800.24,1993.19,2641.31,3895.55,1674.09,1942.54,2788.23,3591.21,2289.50
1147,FGBKPADF_01155,manual_scaffold_1,1174385,1175458,+,1074,2655.25,2173.71,2584.94,2475.70,3321.95,2637.88,2938.65,3150.33,3117.87,2470.78,2869.47,2373.15,2673.25
1148,FGBKPADF_01156,manual_scaffold_1,1175513,1175959,-,447,1601.76,1568.41,1608.90,1544.92,1404.07,1465.91,1453.14,1581.54,1339.91,1360.88,1431.84,1304.08,1435.83
1149,FGBKPADF_01157,manual_scaffold_1,1176194,1176517,+,324,4290.69,4442.35,4674.04,6434.46,4037.64,4234.86,4376.20,6792.62,3893.32,4521.00,4649.48,5664.83,4521.00
1150,FGBKPADF_01158,manual_scaffold_1,1176532,1177341,+,810,12186.72,12681.20,13343.59,16883.64,11596.08,12178.05,12707.76,18543.04,11425.50,11807.85,12644.25,15463.09,12658.83
1151,FGBKPADF_01159,manual_scaffold_1,1177357,1177962,+,606,8518.72,8479.83,8848.31,10569.95,7491.65,8000.77,8361.54,11313.13,7467.76,8276.35,8862.29,9977.97,8378.33
1152,FGBKPADF_01160,manual_scaffold_1,1178122,1180980,+,2859,10352.33,16033.04,18642.66,19709.85,10207.19,15570.48,19431.52,21031.97,9811.80,16027.00,19363.87,19720.94,14972.75
1153,FGBKPADF_01161,manual_scaffold_1,1181230,1182528,+,1299,10508.20,14321.83,16130.78,18553.74,10591.98,13439.42,16426.93,18160.41,9974.46,14478.73,16188.30,17929.94,13640.50
1154,FGBKPADF_01162,manual_scaffold_1,1182690,1183112,+,423,5651.21,8617.76,13815.95,12786.44,6405.58,9747.74,11725.81,11969.07,6255.88,9738.97,13159.25,11587.72,9219.33
1155,FGBKPADF_01163,manual_scaffold_1,1183143,1183598,+,456,7545.91,11328.61,19124.15,18054.47,8192.16,12509.11,16520.45,18360.83,8016.93,12475.99,18979.44,16415.43,12509.42
1156,FGBKPADF_01164,manual_scaffold_1,1183622,1183948,+,327,2640.37,4075.61,6589.59,6329.89,2676.08,4353.04,6305.32,6462.82,2653.25,4476.91,6831.32,5975.11,4416.17
1157,FGBKPADF_01165,manual_scaffold_1,1184184,1185260,+,1077,8200.72,9337.46,10522.46,13483.05,7751.97,8929.56,9420.22,12317.08,7946.88,9668.60,10798.97,13082.27,9420.67
1158,FGBKPADF_01166,manual_scaffold_1,1185536,1186540,+,1005,4778.66,5084.97,4722.32,4780.55,4634.94,4758.34,4276.68,4050.43,4652.66,5029.74,4739.42,4598.84,4615.17
1159,FGBKPADF_01167,manual_scaffold_1,1186603,1187421,+,819,1759.98,4191.63,4610.10,4108.98,1763.05,4218.95,4196.35,4296.40,1697.44,4040.24,4337.58,4385.33,3350.33
1160,FGBKPADF_01168,manual_scaffold_1,1187411,1188139,+,729,1413.00,3217.97,3541.41,2695.14,1486.79,3306.07,3389.46,2707.57,1339.11,3202.52,3484.57,3016.74,2563.00
1161,FGBKPADF_01169,manual_scaffold_1,1188150,1189313,-,1164,5601.08,3557.94,1847.69,1013.25,5892.53,3242.43,1538.26,889.16,5668.86,2844.70,1508.72,857.10,3287.33
1162,FGBKPADF_01170,manual_scaffold_1,1189310,1189954,-,645,3414.22,1894.59,1076.52,546.39,3460.08,1682.58,858.45,577.59,3585.72,1690.71,928.44,574.47,1930.33
1163,FGBKPADF_01171,manual_scaffold_1,1189981,1190613,-,633,3884.18,2053.63,1242.23,648.01,4357.16,2050.00,881.23,517.46,4271.78,1900.99,1047.40,589.83,2250.08
1164,FGBKPADF_01172,manual_scaffold_1,1190774,1192492,+,1719,7332.09,5094.71,2788.50,1132.55,6118.70,4837.13,4732.29,2295.79,7214.92,4364.99,3760.20,1262.61,4643.50
1165,FGBKPADF_01173,manual_scaffold_1,1192834,1194102,+,1269,10309.25,10826.36,11771.22,14047.11,9515.02,10424.26,11344.54,13020.40,10182.21,9906.86,11750.62,13644.45,10773.42
1166,FGBKPADF_01174,manual_scaffold_1,1194232,1194351,+,120,13.32,109.54,219.22,269.51,9.87,134.09,212.22,264.20,27.38,100.05,162.48,216.58,118.33
1167,FGBKPADF_01175,manual_scaffold_1,1194373,1194975,-,603,14213.01,13927.49,13123.06,13578.78,12030.96,12050.02,11645.48,13211.71,12705.02,13696.97,13223.08,13919.40,12784.92
1168,FGBKPADF_01176,manual_scaffold_1,1195270,1197009,+,1740,3121.29,3503.58,3760.63,5511.04,3279.45,3256.82,4219.13,5524.47,3026.88,3544.22,4286.80,5657.15,3722.92
1169,FGBKPADF_01177,manual_scaffold_1,1197047,1197538,-,492,2110.88,1996.83,1766.79,2413.84,2032.48,1763.64,1589.82,2394.18,1922.10,1891.66,1598.67,2483.74,1927.67
1170,FGBKPADF_01178,manual_scaffold_1,1197665,1198288,+,624,393.98,494.14,674.62,855.67,381.00,517.43,642.64,798.06,307.60,480.76,536.76,847.88,520.00
1171,FGBKPADF_01179,manual_scaffold_1,1198285,1199091,-,807,1810.11,1613.04,1086.96,1919.00,1806.31,1464.40,1099.44,1732.77,1714.35,1615.25,1132.99,2159.64,1569.75
1172,FGBKPADF_01180,manual_scaffold_1,1199288,1200976,+,1689,14548.25,14330.75,16182.98,18310.73,15245.13,14219.72,14172.89,16557.00,14466.07,14691.55,15773.40,18504.41,14920.67
1173,FGBKPADF_01181,manual_scaffold_1,1201071,1202408,-,1338,2067.80,2022.79,1758.96,1091.31,2114.45,1843.18,1353.62,759.80,1677.31,1827.22,1559.50,1290.26,1678.33
1174,FGBKPADF_01182,manual_scaffold_1,1202603,1203748,+,1146,2586.32,3065.43,2973.80,3400.59,2496.20,2990.16,2903.88,3155.80,2473.69,3065.16,2904.29,3362.34,2828.00
1175,FGBKPADF_01183,manual_scaffold_1,1203752,1204957,+,1206,4130.91,5066.31,4988.51,5298.96,4197.78,5043.95,4607.60,4952.34,3795.08,4833.87,4801.80,5207.10,4566.92
1176,FGBKPADF_01184,manual_scaffold_1,1205051,1205260,+,210,676.74,785.42,831.20,845.36,605.65,1146.97,1239.72,1284.55,931.66,659.67,764.52,726.54,835.75
1177,FGBKPADF_01185,manual_scaffold_1,1205439,1207028,+,1590,7744.08,6985.25,8236.33,10826.20,8344.71,7376.53,7923.92,12841.83,7723.83,7007.89,7666.92,9618.55,7996.00
1178,FGBKPADF_01186,manual_scaffold_1,1207048,1208637,+,1590,5861.91,5795.75,5824.93,7279.82,5792.35,5344.71,5820.94,8589.16,5480.44,5273.93,5302.29,6973.52,5792.58
1179,FGBKPADF_01187,manual_scaffold_1,1208669,1209472,-,804,6118.82,6365.35,6834.90,4430.04,6318.30,6246.98,6587.08,4312.80,6059.40,6194.75,6610.81,3863.09,5853.17
1180,FGBKPADF_01188,manual_scaffold_1,1209658,1210665,+,1008,10946.04,13848.79,14555.81,5946.98,11558.13,14381.08,13719.68,5896.17,10996.31,13423.10,13239.04,5147.20,11424.25
1181,FGBKPADF_01189,manual_scaffold_1,1210678,1211172,+,495,5322.24,6511.40,6434.31,2923.41,4673.65,6457.59,6742.94,3279.70,4751.70,6323.63,5736.05,2571.29,5235.75
1182,FGBKPADF_01190,manual_scaffold_1,1211223,1211927,+,705,79.89,717.27,965.60,556.70,67.55,912.12,1149.80,599.46,67.64,696.13,815.29,545.29,542.25
1183,FGBKPADF_01191,manual_scaffold_1,1211941,1212396,+,456,73.63,733.50,756.82,444.77,74.38,831.82,1046.69,564.84,92.60,521.46,790.63,443.91,485.25
1184,FGBKPADF_01192,manual_scaffold_1,1212506,1213009,+,504,5792.20,4577.86,5857.55,5973.48,5148.75,4396.98,5776.58,5927.14,5191.36,4583.74,5524.24,5317.69,5113.67
1185,FGBKPADF_01193,manual_scaffold_1,1213070,1214059,+,990,4712.87,3936.86,4995.04,5325.47,4340.46,3825.76,4841.39,5843.33,4375.65,3736.69,4476.84,4369.97,4341.58
1186,FGBKPADF_01194,manual_scaffold_1,1214407,1215594,+,1188,13043.61,18781.22,19676.11,20360.80,12197.17,16167.45,16536.03,16533.31,10567.92,18521.52,18819.86,18693.34,15757.75
1187,FGBKPADF_01195,manual_scaffold_1,1215679,1216191,+,513,1004.92,2030.91,2834.17,2974.96,1026.87,2085.61,2252.84,2390.53,865.63,2040.89,2618.50,2628.13,1856.08
1188,FGBKPADF_01196,manual_scaffold_1,1216361,1217572,+,1212,457.42,887.66,999.53,985.27,495.60,794.70,974.75,872.76,438.05,868.25,1050.30,903.18,748.92
1189,FGBKPADF_01197,manual_scaffold_1,1217569,1218954,+,1386,786.39,1241.42,1434.05,1209.13,844.72,1300.76,1316.46,1326.46,827.78,1282.02,1391.22,1330.19,1122.92
1190,FGBKPADF_01198,manual_scaffold_1,1219019,1219150,+,132,131.59,199.60,244.01,216.49,146.48,222.73,223.01,276.95,123.20,231.48,262.58,211.97,193.17
1191,FGBKPADF_01199,manual_scaffold_1,1219277,1220044,+,768,2894.92,2275.13,2855.05,3072.16,2901.49,2296.22,2884.69,3053.76,2907.71,2225.74,2416.86,2955.30,2628.00
1192,FGBKPADF_01200,manual_scaffold_1,1220107,1220790,+,684,3013.98,2580.22,3105.59,3933.72,2993.32,2561.37,2913.47,3875.51,2959.24,2273.22,2598.19,3362.34,2858.08
1193,FGBKPADF_01201,manual_scaffold_1,1220841,1221767,-,927,22.71,24.34,23.49,22.09,26.56,19.70,16.79,25.51,27.38,25.44,23.21,36.86,23.75
1194,FGBKPADF_01202,manual_scaffold_1,1221920,1222456,+,537,0.00,8.93,33.93,25.04,0.76,18.94,21.58,38.26,1.61,22.05,26.11,49.15,16.42
1195,FGBKPADF_01203,manual_scaffold_1,1222470,1223279,+,810,4.70,19.47,57.41,54.49,3.79,21.97,75.53,40.09,0.00,21.20,26.11,52.22,25.58
1196,FGBKPADF_01204,manual_scaffold_1,1223293,1224105,+,813,3.13,15.42,40.45,50.07,6.83,18.18,70.74,58.31,10.47,12.72,43.52,32.26,24.25
1197,FGBKPADF_01205,manual_scaffold_1,1224127,1224846,+,720,3.13,13.79,14.35,13.25,4.55,1.52,13.19,32.80,5.64,5.09,18.86,16.90,9.58
1198,FGBKPADF_01206,manual_scaffold_1,1224876,1225583,+,708,0.00,0.00,5.22,0.00,6.07,1.52,3.60,9.11,2.42,1.70,0.00,3.07,2.42
1199,FGBKPADF_01207,manual_scaffold_1,1225580,1226359,+,780,18.01,5.68,3.91,2.95,17.46,7.58,16.79,3.64,12.08,15.26,2.90,6.14,10.25
1200,FGBKPADF_01208,manual_scaffold_1,1226356,1227360,+,1005,28.98,17.85,10.44,20.62,33.39,28.03,25.18,41.91,26.57,21.20,24.66,18.43,24.42
1201,FGBKPADF_01209,manual_scaffold_1,1227375,1227656,+,282,9.40,3.25,1.30,2.95,1.52,9.85,13.19,12.75,3.22,7.63,5.80,10.75,6.33
1202,FGBKPADF_01210,manual_scaffold_1,1227653,1228981,+,1329,25.85,28.40,30.01,26.51,27.32,30.30,31.17,51.02,36.24,24.59,31.92,27.65,29.42
1203,FGBKPADF_01211,manual_scaffold_1,1229028,1229720,+,693,14.10,14.60,11.74,7.36,28.08,27.27,11.99,9.11,28.99,11.02,8.70,15.36,16.92
1204,FGBKPADF_01212,manual_scaffold_1,1229738,1230988,+,1251,83.03,66.53,48.28,39.76,74.38,49.24,22.78,49.20,75.69,54.27,47.87,30.72,56.00
1205,FGBKPADF_01213,manual_scaffold_1,1231007,1231909,+,903,46.21,28.40,37.84,23.56,39.47,37.88,26.38,3.64,26.57,33.92,13.06,32.26,30.67
1206,FGBKPADF_01214,manual_scaffold_1,1232085,1233404,+,1320,1904.89,2044.70,1890.75,1829.16,2235.12,2232.58,1691.73,1530.53,2058.99,2138.40,1843.83,1964.57,1951.25
1207,FGBKPADF_01215,manual_scaffold_1,1233423,1233725,-,303,896.05,765.95,810.32,904.27,941.86,668.94,718.18,799.88,893.01,785.15,818.19,804.87,800.67
1208,FGBKPADF_01216,manual_scaffold_1,1233856,1234797,+,942,6357.71,6728.85,6067.64,6784.97,5824.98,6435.62,5615.92,5593.70,5856.48,6438.10,5683.82,6154.82,6031.83
1209,FGBKPADF_01217,manual_scaffold_1,1234815,1235006,-,192,1209.35,916.06,982.57,1114.87,1296.30,826.52,906.41,1058.61,1223.15,773.28,993.73,1110.54,1013.17
1210,FGBKPADF_01218,manual_scaffold_1,1235108,1235611,-,504,43.08,55.17,61.33,48.60,44.78,46.97,50.36,41.91,23.35,52.57,49.32,64.51,46.33
1211,FGBKPADF_01219,manual_scaffold_1,1235608,1235949,-,342,34.46,38.95,49.59,35.35,29.60,41.67,15.59,23.69,37.04,47.48,30.46,56.83,36.17
1212,FGBKPADF_01220,manual_scaffold_1,1236089,1239436,+,3348,6951.42,6630.67,5792.31,6335.78,7588.03,5974.25,5198.68,6027.35,6962.07,5911.56,5593.88,6337.61,6243.00
1213,FGBKPADF_01221,manual_scaffold_1,1239573,1240517,+,945,5221.99,4711.74,4133.82,4462.44,5262.59,4128.04,3611.26,3789.87,4845.91,4447.23,3986.51,4412.98,4419.25
1214,FGBKPADF_01222,manual_scaffold_1,1240562,1240804,+,243,1574.35,1469.43,1419.70,1384.39,1569.52,1204.55,1106.64,1395.69,1425.27,1241.32,1251.95,1299.47,1344.92
